employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
11400,34,No,travel rarely,1003.0,2,2,life sciences,4,Male,95,3,2, manufacturing director ,3,single,48620.0,15834,2,No,11,3.0,4,0,10.0,3,2.8,3,0,2,1989,Yes
11570,33,Yes,travel rarely,603.0,9,4,life sciences,1,Female,77,3,2, sales executive ,1,single,82240.0,18385,0,No,17,3.0,1,0,6.0,3,3.0,5,0,3,1990,No
11600,31,Yes,travel rarely,874.0,15,3,medical,3,Male,72,3,1, laboratory technician ,3,married,26100.0,6233,1,No,12,3.0,3,1,10.0,5,2.0,2,2,2,1992,Yes
11610,37,No,travel rarely,367.0,25,2,life sciences,3,Female,52,2,2, healthcare representative ,4,married,57310.0,17171,7,No,13,3.0,3,2,9.0,2,3.0,6,1,3,1986,Yes
11620,27,No,travel rarely,199.0,6,3,life sciences,4,Male,55,2,1, research scientist ,3,married,25390.0,7950,1,No,13,3.2,3,1,4.0,0,3.0,4,2,2,1996,Yes
11850,35,No,travel frequently,803.1,4,4,other,4,Male,0,2,1, laboratory technician ,4,married,23760.0,26537,1,No,13,3.0,2,1,2.0,2,4.0,2,2,2,1988,Yes
11950,45,No,travel rarely,1457.0,7,3,medical,1,Female,83,3,1, research scientist ,3,married,48620.0,20100,4,Yes,19,3.0,3,1,10.0,2,2.8,3,0,2,1978,Yes
12170,46,No,travel rarely,1450.0,15,2,life sciences,4,Male,52,3,5, research director ,2,married,190810.0,10849,5,No,11,3.0,1,1,25.0,2,3.0,4,0,3,1977,Yes
12340,32,No,travel rarely,116.0,13,3,other,3,Female,77,2,1, laboratory technician ,2,married,27430.0,7331,1,No,20,4.0,3,1,2.0,2,3.0,2,2,2,1991,Yes
12860,28,No,travel rarely,791.0,1,4,medical,4,Male,44,3,1, laboratory technician ,3,single,48620.0,6842,0,Yes,11,3.0,3,0,10.0,2,2.0,4,0,2,1995,No
12910,35,No,travel rarely,735.0,6,1,life sciences,3,Male,66,3,1, research scientist ,3,married,48620.0,6020,0,Yes,14,3.2,4,0,4.0,3,3.0,3,2,2,1988,No
13010,28,No,travel rarely,640.0,1,3,technical degree,4,Male,84,3,1, research scientist ,1,single,20800.0,4732,2,No,11,3.0,2,0,5.0,2,2.0,3,1,2,1995,No
13030,25,No,travel rarely,266.0,1,3,medical,4,Female,40,3,1, research scientist ,2,single,20960.0,18830,1,No,18,3.0,4,0,10.0,3,2.0,2,2,1,1998,No
13080,58,No,travel rarely,848.0,23,4,life sciences,1,Male,88,3,1, research scientist ,3,married,48620.0,26076,1,No,12,3.0,4,2,10.0,3,3.0,2,2,2,1965,Yes
13110,30,No,travel rarely,1138.0,6,3,technical degree,1,Female,48,2,2, laboratory technician ,4,married,46270.0,23631,0,No,12,3.0,1,1,10.0,6,3.0,9,6,7,1993,Yes
13170,50,No,travel rarely,803.1,46,3,life sciences,46,Female,43,3,4, research director ,1,married,48620.0,22422,4,No,11,3.0,2,0,10.0,2,2.8,3,1,2,1973,Yes
13290,41,No,travel rarely,256.0,10,2,medical,3,Male,40,1,2, sales executive ,2,single,48620.0,22074,1,No,13,3.0,1,0,19.0,4,3.0,19,11,9,1982,Yes
13310,31,Yes,travel rarely,803.1,1,3,life sciences,4,Female,54,3,1, sales representative ,2,married,23020.0,8319,1,Yes,11,3.0,1,0,10.0,2,4.0,3,2,2,1992,No
13330,44,Yes,travel rarely,935.0,3,3,life sciences,1,Male,89,3,1, laboratory technician ,1,married,48620.0,14669,4,No,12,3.2,3,0,10.0,4,4.0,3,1,2,1979,Yes
13580,25,No,travel rarely,882.0,19,1,medical,4,Male,67,3,1, laboratory technician ,4,married,48620.0,9075,3,No,11,3.0,3,3,10.0,6,2.0,3,1,2,1998,No
13610,40,No,travel rarely,329.0,1,4,life sciences,2,Male,88,3,1, laboratory technician ,2,married,48620.0,6762,3,No,22,4.0,3,1,7.0,3,3.0,4,0,3,1983,Yes
13710,27,No,travel frequently,793.0,2,1,life sciences,4,Male,43,1,2, sales executive ,4,single,50710.0,20392,3,No,20,4.0,2,0,10.0,3,3.0,6,0,0,1996,No
13800,35,Yes,travel rarely,662.0,18,4,marketing,4,Female,67,3,2, sales executive ,3,married,48620.0,23288,0,No,18,3.0,3,1,5.0,0,2.0,4,3,2,1988,Yes
13890,31,Yes,travel rarely,803.1,22,4,life sciences,4,Male,98,3,2, manufacturing director ,3,married,48620.0,21057,1,No,15,3.0,4,2,10.0,3,2.0,10,6,7,1992,Yes
13920,41,No,travel rarely,1200.0,22,3,life sciences,4,Female,75,3,2, research scientist ,4,married,54670.0,13953,3,No,14,3.0,1,2,12.0,4,2.0,6,3,3,1982,No
13960,32,No,travel rarely,499.0,2,1,marketing,3,Male,36,3,2, sales executive ,2,married,48620.0,20497,0,Yes,13,3.0,1,3,4.0,3,2.0,3,1,2,1991,Yes
14030,27,No,travel rarely,803.1,10,3,marketing,4,Female,98,2,2, sales executive ,4,married,57690.0,7100,1,Yes,11,3.0,4,0,10.0,3,3.0,6,4,4,1996,Yes
14050,27,Yes,travel rarely,803.1,22,4,life sciences,4,Female,51,3,1, research scientist ,3,single,23940.0,25681,1,Yes,13,3.2,4,0,8.0,2,3.0,8,7,7,1996,Yes
14110,37,No,travel rarely,1462.0,11,3,medical,1,Female,94,3,1, laboratory technician ,3,single,36290.0,19106,4,No,18,3.0,1,0,8.0,6,3.0,3,0,2,1986,Yes
14120,35,No,travel frequently,200.0,18,2,life sciences,3,Male,60,3,3, manufacturing director ,4,married,93620.0,19944,2,No,11,3.0,3,0,10.0,2,3.0,2,2,2,1988,Yes
14150,25,No,travel rarely,949.0,1,3,life sciences,1,Male,81,3,1, laboratory technician ,4,married,32290.0,4910,4,No,11,3.0,2,1,7.0,2,2.0,3,0,2,1998,Yes
14280,30,No,travel rarely,803.1,7,4,marketing,4,Female,73,3,2, sales executive ,1,divorced,48620.0,12761,7,No,14,3.0,2,2,10.0,3,3.0,3,0,2,1993,Yes
14360,36,No,travel rarely,329.0,16,4,marketing,3,Female,98,2,2, sales executive ,1,married,56470.0,13494,4,No,13,3.0,1,2,11.0,3,2.0,3,0,2,1987,No
14390,25,Yes,travel rarely,383.0,9,2,life sciences,1,Male,68,2,1, sales representative ,1,married,44000.0,15182,3,No,12,3.0,1,0,6.0,2,3.0,3,2,2,1998,Yes
14410,56,No,travel rarely,1255.0,1,2,life sciences,1,Female,90,3,1, research scientist ,1,married,20660.0,10494,2,No,22,4.0,4,1,5.0,3,4.0,3,1,0,1967,Yes
14480,41,No,travel rarely,803.1,5,5,medical,2,Male,90,4,1, research scientist ,3,married,48620.0,5561,2,No,12,3.0,1,0,7.0,5,2.8,4,0,3,1982,Yes
14640,31,Yes,travel frequently,523.0,2,3,life sciences,2,Male,94,3,1, laboratory technician ,4,married,48620.0,21081,6,No,13,3.0,3,1,7.0,2,1.0,2,2,2,1992,Yes
14660,48,No,travel rarely,1221.0,7,3,marketing,3,Male,96,3,2, sales executive ,1,divorced,54860.0,24795,4,No,11,3.0,1,3,10.0,3,3.0,2,2,2,1975,No
14670,34,Yes,travel rarely,1107.0,9,4,life sciences,1,Female,52,3,1, human resources ,3,married,48620.0,3072,1,No,15,3.0,4,0,2.0,0,3.0,2,2,2,1989,No
14710,44,No,travel rarely,981.0,5,3,life sciences,3,Male,90,2,1, laboratory technician ,3,single,31620.0,7973,3,No,14,3.0,4,0,7.0,5,3.0,5,0,3,1979,No
14730,49,No,travel rarely,1495.0,5,4,life sciences,1,Male,96,3,2, healthcare representative ,3,married,66510.0,21534,2,No,14,3.2,2,1,20.0,0,2.0,3,1,2,1974,Yes
14750,44,No,travel rarely,1467.0,20,3,life sciences,4,Male,49,3,1, research scientist ,2,married,34200.0,21158,1,No,13,3.0,3,0,6.0,3,2.0,5,1,3,1979,No
14860,28,Yes,travel rarely,1496.0,1,3,life sciences,1,Male,92,3,1, sales representative ,3,married,29090.0,15747,3,No,15,3.0,4,1,5.0,3,4.0,3,1,2,1995,No
15070,28,No,travel frequently,467.0,7,3,life sciences,3,Male,55,3,2, sales executive ,1,single,48980.0,11827,0,No,14,3.0,4,0,5.0,5,3.0,4,1,3,1995,Yes
15090,49,No,travel rarely,271.0,45,2,medical,45,Female,43,2,2, laboratory technician ,1,married,48620.0,23070,4,No,25,4.0,1,1,10.0,3,3.0,3,1,2,1974,Yes
15130,29,No,travel frequently,410.0,2,1,life sciences,4,Female,97,3,1, laboratory technician ,2,married,31800.0,4668,0,No,13,3.0,3,3,10.0,3,3.0,3,0,2,1994,No
15160,32,No,travel rarely,495.0,10,3,life sciences,3,Male,64,3,3, manager ,4,married,112440.0,21072,2,No,25,3.2,2,0,10.0,5,4.0,5,0,0,1991,Yes
15370,31,Yes,travel frequently,561.0,3,3,life sciences,4,Female,33,3,1, research scientist ,3,married,48620.0,4156,1,No,12,3.0,1,0,7.0,2,2.8,7,7,7,1992,Yes
15520,40,No,travel rarely,1142.0,43,2,life sciences,4,Male,72,3,2, healthcare representative ,4,divorced,40690.0,8841,3,No,18,3.0,3,0,8.0,2,3.0,2,2,2,1983,No
15600,33,No,travel rarely,1242.0,8,4,life sciences,1,Male,46,3,2, sales executive ,1,married,63920.0,10589,2,No,13,3.0,4,1,10.0,6,1.0,2,2,2,1990,No
15680,30,No,travel rarely,1288.0,14,4,life sciences,14,Male,33,3,3, sales executive ,2,married,48620.0,17799,3,No,12,3.0,2,1,9.0,3,3.0,4,1,3,1993,Yes
15730,38,Yes,travel rarely,903.0,2,3,medical,3,Male,81,3,2, manufacturing director ,2,married,48550.0,7653,4,No,11,3.0,1,2,10.0,2,3.0,5,1,4,1985,No
15760,48,No,travel rarely,1108.0,15,4,life sciences,3,Female,65,3,1, research scientist ,1,married,48620.0,16530,8,No,12,3.0,4,1,10.0,3,2.0,8,7,6,1975,Yes
15800,34,No,travel rarely,1351.0,1,4,life sciences,2,Male,45,3,2, research scientist ,4,married,48620.0,13008,9,No,17,3.0,2,1,10.0,3,2.0,2,2,1,1989,Yes
15830,38,No,travel rarely,437.0,16,3,life sciences,2,Female,90,3,2, sales executive ,2,single,48620.0,16379,2,No,12,3.0,2,0,8.0,5,4.0,3,1,2,1985,No
15870,35,No,travel rarely,803.1,10,4,life sciences,1,Female,51,3,2, healthcare representative ,3,single,48620.0,4223,3,Yes,16,3.0,3,0,10.0,4,3.0,5,0,4,1988,Yes
15920,23,No,travel rarely,977.0,10,3,life sciences,4,Male,45,4,1, research scientist ,3,married,48620.0,12826,2,No,16,3.0,4,1,4.0,2,3.0,2,2,2,2000,Yes
15940,36,No,travel rarely,1302.0,6,4,life sciences,1,Male,80,4,2, laboratory technician ,1,married,48620.0,19711,3,Yes,13,3.0,4,1,9.0,3,3.0,3,0,2,1987,No
15970,34,No,travel frequently,653.0,36,4,life sciences,36,Male,92,2,2, healthcare representative ,3,married,48620.0,15332,1,No,14,3.0,2,1,8.0,3,2.0,8,7,7,1989,No
16070,32,No,travel rarely,634.0,5,4,life sciences,2,Female,35,4,1, research scientist ,4,married,33120.0,18783,3,No,17,3.0,4,2,6.0,3,3.0,3,0,2,1991,Yes
16230,21,No,travel rarely,546.0,19,1,medical,3,Male,97,3,1, research scientist ,4,single,31170.0,26009,1,No,18,3.0,3,0,10.0,2,2.8,2,2,2,2002,No
16410,40,No,travel rarely,448.0,16,3,life sciences,3,Female,84,3,3, manufacturing director ,4,married,48620.0,19948,6,No,15,3.2,4,0,18.0,2,2.0,4,3,3,1983,Yes
16440,48,No,travel frequently,365.0,4,5,life sciences,3,Male,89,2,4, manager ,4,married,152020.0,5602,2,No,25,4.0,2,1,10.0,3,3.0,2,2,2,1975,Yes
16450,35,Yes,travel rarely,763.0,10,2,medical,1,Male,59,1,2, sales executive ,4,married,48620.0,22098,6,Yes,14,3.0,4,2,10.0,2,2.0,2,2,2,1988,No
16470,27,No,travel rarely,486.0,8,3,medical,2,Female,86,4,1, research scientist ,3,married,48620.0,22490,7,No,17,3.0,1,0,5.0,0,3.0,3,0,2,1996,No
16480,27,No,travel rarely,591.0,2,3,medical,4,Male,87,3,1, research scientist ,4,single,25800.0,6297,2,No,13,3.0,3,0,10.0,0,2.0,4,1,2,1996,Yes
16510,36,No,travel rarely,711.0,5,4,life sciences,2,Female,42,3,3, healthcare representative ,1,married,48620.0,22792,4,No,12,3.2,3,2,9.0,6,3.0,3,0,2,1987,Yes
16550,49,No,travel rarely,301.0,22,4,other,1,Female,72,3,4, research director ,2,married,48620.0,3498,3,No,16,3.0,2,2,27.0,2,3.0,4,1,2,1974,Yes
16570,20,No,travel rarely,1141.0,13,3,medical,3,Female,31,3,1, sales representative ,3,single,48620.0,13251,1,No,19,3.0,1,0,2.0,3,3.0,2,2,2,2003,Yes
16620,36,No,non travel,894.0,1,4,life sciences,4,Female,33,2,2, manufacturing director ,3,married,43740.0,15411,0,No,15,3.0,3,0,4.0,6,3.0,3,1,2,1987,Yes
16700,33,No,travel rarely,392.0,2,4,life sciences,4,Male,93,3,2, sales executive ,4,married,55050.0,3921,1,No,14,3.0,3,2,6.0,5,3.0,6,0,4,1990,Yes
16740,49,No,travel rarely,803.1,16,3,medical,4,Female,74,3,1, laboratory technician ,1,divorced,25870.0,24941,4,No,16,3.0,2,1,17.0,2,2.0,2,2,2,1974,Yes
16820,36,No,travel rarely,1351.0,26,4,life sciences,1,Male,80,3,2, healthcare representative ,3,married,48620.0,7419,6,No,14,3.0,2,2,10.0,2,2.0,3,0,2,1987,No
16830,44,No,travel rarely,528.0,1,3,life sciences,3,Female,44,3,1, human resources ,4,married,48620.0,4167,4,Yes,18,3.0,1,3,8.0,2,3.0,2,2,2,1979,No
16940,55,No,travel rarely,1441.0,12,3,technical degree,12,Male,94,2,1, research scientist ,2,divorced,48620.0,23737,5,No,12,3.2,4,1,8.0,1,3.0,4,1,2,1968,Yes
17020,23,Yes,travel rarely,427.0,7,3,life sciences,3,Male,99,3,1, sales representative ,4,divorced,48620.0,25103,1,Yes,21,4.0,2,1,3.0,2,3.0,3,0,2,2000,No
17210,31,No,travel rarely,741.0,2,4,life sciences,2,Male,69,3,1, laboratory technician ,3,married,34770.0,18103,1,No,14,3.0,4,1,6.0,2,4.0,5,0,3,1992,No
17220,41,No,non travel,552.0,4,3,human resources,3,Male,60,1,2, human resources ,2,married,48620.0,20794,6,No,19,3.2,2,1,10.0,4,3.0,3,1,2,1982,No
17330,36,Yes,travel rarely,1456.0,13,5,marketing,2,Male,96,2,2, sales executive ,1,married,48620.0,8658,5,Yes,13,3.0,2,3,16.0,3,3.0,2,2,2,1987,Yes
17350,23,No,travel rarely,160.0,4,1,life sciences,3,Female,51,3,1, laboratory technician ,2,single,48620.0,12862,1,No,13,3.0,3,0,3.0,3,1.0,3,1,2,2000,No
17460,24,No,travel rarely,897.0,35,3,medical,35,Male,59,3,1, human resources ,4,married,48620.0,2097,0,No,14,3.0,4,1,3.0,2,3.0,2,2,1,1999,No
17510,27,No,travel rarely,1054.0,48,3,life sciences,48,Female,67,3,1, research scientist ,4,married,34450.0,6152,1,No,11,3.0,3,0,6.0,5,2.0,6,1,4,1996,No
17530,29,No,travel rarely,461.0,1,3,life sciences,4,Male,70,4,2, healthcare representative ,3,married,62940.0,23060,8,Yes,12,3.0,4,0,10.0,5,4.0,3,0,2,1994,No
17870,37,No,travel rarely,589.0,9,2,marketing,2,Male,46,2,2, sales executive ,2,married,48620.0,8800,1,No,14,3.0,1,2,10.0,2,3.0,5,0,3,1986,No
18010,46,No,travel rarely,849.0,26,2,life sciences,2,Male,98,2,2, sales executive ,2,married,48620.0,25166,8,No,15,3.0,3,0,6.0,3,3.0,2,2,2,1977,No
18130,43,No,non travel,343.0,9,3,life sciences,1,Male,52,3,1, research scientist ,3,married,48620.0,24978,4,No,13,3.0,3,0,10.0,2,2.0,3,1,2,1980,Yes
18140,41,No,travel rarely,803.1,35,3,life sciences,35,Male,85,4,2, healthcare representative ,2,single,48620.0,15530,3,No,12,3.0,1,0,10.0,3,1.0,3,1,2,1982,No
18330,31,No,travel rarely,1125.0,7,4,life sciences,1,Female,0,3,3, sales executive ,1,married,48620.0,8277,2,No,14,3.0,4,2,9.0,3,3.0,3,2,2,1992,No
18340,28,No,travel rarely,1217.0,1,3,medical,3,Female,67,3,1, research scientist ,1,married,35910.0,12719,1,No,25,4.0,3,1,10.0,3,3.0,3,1,2,1995,No
18350,38,No,travel rarely,723.0,2,4,life sciences,2,Female,77,1,2, sales representative ,4,married,54050.0,4244,2,Yes,20,4.0,1,2,20.0,4,2.0,4,0,3,1985,Yes
18370,58,No,travel frequently,1216.0,15,4,life sciences,1,Male,87,3,4, research director ,3,married,48620.0,21624,2,No,14,3.0,2,0,23.0,3,3.0,2,2,2,1965,Yes
18440,29,Yes,travel rarely,350.0,13,3,life sciences,1,Male,56,2,1, human resources ,1,divorced,48620.0,3157,4,No,15,3.0,4,3,10.0,3,3.0,2,2,0,1994,No
18560,47,No,travel rarely,207.0,9,4,life sciences,2,Female,64,3,1, laboratory technician ,3,single,21050.0,5411,4,No,12,3.0,3,0,10.0,2,3.0,2,2,0,1976,No
18580,28,No,travel rarely,280.0,1,2,life sciences,3,Male,43,3,1, human resources ,4,married,48620.0,10494,1,No,15,3.0,2,1,3.0,2,3.0,3,2,2,1995,Yes
18730,55,No,travel rarely,836.0,2,4,life sciences,2,Male,98,2,1, research scientist ,4,married,26620.0,7975,8,No,20,4.0,2,1,10.0,2,4.0,5,0,4,1968,No
18830,29,No,travel rarely,592.0,7,3,life sciences,4,Male,59,3,1, laboratory technician ,1,single,20620.0,19384,3,No,14,3.0,2,0,10.0,2,3.0,3,1,2,1994,Yes
18860,35,No,travel rarely,219.0,16,2,other,16,Female,44,2,2, manufacturing director ,2,married,48620.0,25388,0,No,11,3.0,4,0,4.0,2,3.0,3,0,2,1988,No
19050,34,Yes,non travel,967.0,16,4,technical degree,4,Male,85,1,1, research scientist ,1,married,48620.0,14460,1,No,23,4.0,2,1,10.0,2,3.0,5,3,0,1989,Yes
19070,56,Yes,travel rarely,803.1,24,2,life sciences,1,Male,0,3,1, laboratory technician ,4,single,25870.0,10261,1,No,16,3.0,4,0,5.0,3,3.0,4,1,0,1967,Yes
19080,36,No,travel rarely,335.0,17,2,marketing,3,Male,33,2,2, sales executive ,2,married,55070.0,16822,2,No,16,3.0,3,2,10.0,1,1.0,4,1,3,1987,Yes
19220,45,No,travel frequently,803.1,1,4,medical,2,Male,44,3,2, healthcare representative ,3,single,53990.0,14511,4,No,12,3.0,3,0,12.0,3,3.0,4,0,3,1978,Yes
19290,39,No,travel rarely,1251.0,21,4,life sciences,1,Female,32,1,2, sales executive ,3,married,48620.0,3987,6,No,19,3.2,3,1,10.0,1,3.0,3,1,2,1984,No
19480,31,No,travel rarely,976.0,3,2,life sciences,3,Male,48,3,1, research scientist ,1,divorced,48620.0,3995,1,No,13,3.2,4,1,4.0,3,2.8,4,2,3,1992,Yes
19720,38,No,travel frequently,1444.0,1,4,other,4,Male,0,3,1, human resources ,2,married,48620.0,5224,0,Yes,11,3.0,2,1,10.0,2,3.0,6,1,2,1985,No
19800,54,No,travel rarely,803.1,10,3,life sciences,3,Female,77,3,2, manufacturing director ,1,single,44400.0,25198,6,Yes,19,3.2,4,0,9.0,3,3.0,5,1,4,1969,No
19820,23,No,travel rarely,571.0,12,2,life sciences,4,Male,78,3,1, laboratory technician ,4,single,48620.0,13672,1,No,13,3.0,3,0,10.0,6,4.0,5,1,4,2000,Yes
19920,25,No,travel rarely,977.0,2,1,other,4,Male,57,3,1, laboratory technician ,3,married,48620.0,7298,6,No,19,3.0,3,1,10.0,2,2.0,2,0,2,1998,Yes
19960,31,No,travel rarely,1154.0,2,2,life sciences,1,Male,54,3,1, sales representative ,3,married,48620.0,6393,0,No,19,3.0,3,1,10.0,1,3.0,2,1,2,1992,Yes
20030,35,No,travel rarely,1490.0,11,4,medical,4,Male,43,3,1, laboratory technician ,3,married,26600.0,20232,7,Yes,11,3.0,3,1,10.0,3,3.0,2,2,2,1988,Yes
20070,22,No,travel rarely,581.0,1,2,life sciences,4,Male,63,3,1, research scientist ,3,married,33750.0,17624,0,No,12,3.2,4,0,10.0,2,4.0,3,1,2,2001,Yes
20100,32,No,travel rarely,267.0,29,4,life sciences,3,Female,49,2,1, laboratory technician ,2,single,48620.0,15919,1,No,13,3.0,3,0,6.0,3,3.0,6,4,1,1991,No
20270,29,Yes,travel rarely,1092.0,38,4,life sciences,38,Male,36,3,1, research scientist ,4,married,47870.0,26124,9,No,14,3.0,2,3,4.0,3,4.0,2,2,2,1994,Yes
20380,32,No,travel rarely,529.0,2,3,technical degree,4,Male,78,3,1, research scientist ,1,married,48620.0,11288,1,No,14,3.0,4,0,10.0,4,3.0,4,1,2,1991,Yes
20480,40,No,travel rarely,1322.0,2,4,life sciences,3,Male,52,2,1, research scientist ,3,married,28090.0,2725,2,No,14,3.0,4,0,8.0,2,3.0,2,2,2,1983,Yes
20550,50,Yes,travel rarely,410.0,40,3,marketing,4,Male,39,2,3, sales executive ,1,married,108540.0,16586,4,No,13,3.0,2,1,20.0,3,3.0,3,2,0,1973,Yes
20600,26,No,travel rarely,1167.0,5,3,other,4,Female,30,2,1, sales representative ,3,single,48620.0,21378,0,No,18,3.0,4,0,10.0,2,3.0,4,0,0,1997,Yes
20610,36,No,travel frequently,884.0,23,2,medical,3,Male,41,4,2, laboratory technician ,4,married,25710.0,12290,4,No,17,3.0,3,1,17.0,3,3.0,5,0,3,1987,No
20640,27,No,travel rarely,155.0,4,3,life sciences,2,Male,87,4,2, manufacturing director ,2,married,61420.0,5174,1,Yes,20,4.0,2,1,6.0,0,3.0,6,0,3,1996,No
390,33,No,travel rarely,924.0,2,3,medical,3,Male,78,3,1, laboratory technician ,4,married,24960.0,6670,4,No,11,3.0,4,0,7.0,3,3.0,1,0,0,1990,No
510,36,No,travel rarely,852.0,5,4,life sciences,2,Female,82,2,1, research scientist ,1,married,34190.0,13072,9,Yes,14,3.0,4,1,10.0,3,4.0,1,0,0,1987,Yes
950,31,No,travel rarely,1082.0,1,4,medical,3,Male,87,3,1, research scientist ,2,single,25010.0,18775,1,No,17,3.0,2,0,1.0,4,3.0,1,1,0,1992,Yes
1690,22,No,travel rarely,803.1,2,1,technical degree,3,Male,100,3,1, laboratory technician ,4,married,48620.0,19299,0,No,14,3.0,3,1,3.0,2,3.0,2,2,1,2001,Yes
2240,27,No,travel rarely,1450.0,3,3,life sciences,3,Male,79,2,1, research scientist ,3,divorced,25660.0,25326,1,No,15,3.0,4,1,1.0,2,2.0,1,0,1,1996,Yes
2420,33,No,travel rarely,134.0,2,3,life sciences,3,Male,90,3,1, research scientist ,4,married,48620.0,10515,0,No,14,3.0,1,0,4.0,2,2.8,3,0,2,1990,Yes
2860,36,No,travel frequently,635.0,18,1,life sciences,2,Female,73,3,1, laboratory technician ,4,single,48620.0,7703,1,No,13,3.0,1,0,8.0,2,3.0,8,1,7,1987,Yes
3400,37,No,travel rarely,1017.0,18,2,medical,18,Female,83,2,1, research scientist ,1,married,39200.0,18697,2,No,14,3.2,1,1,10.0,2,2.0,3,0,2,1986,Yes
4310,49,No,travel rarely,1091.0,45,2,technical degree,45,Female,90,2,4, healthcare representative ,3,married,139640.0,17810,7,Yes,12,3.0,4,0,10.0,2,3.0,7,0,7,1974,Yes
4960,35,No,travel rarely,755.0,9,4,life sciences,3,Male,97,2,2, healthcare representative ,2,single,65400.0,19394,9,No,19,3.0,3,0,10.0,5,3.0,1,0,0,1988,Yes
5110,22,No,travel rarely,253.0,11,3,medical,1,Female,43,3,1, research scientist ,2,married,22440.0,24440,1,No,13,3.0,4,1,2.0,1,3.0,2,1,2,2001,No
6120,33,No,travel rarely,922.0,1,5,life sciences,1,Female,95,4,4, research director ,3,married,161840.0,22578,4,No,19,3.0,3,1,10.0,2,3.0,6,0,5,1990,No
6500,31,Yes,travel rarely,1365.0,13,4,medical,2,Male,46,3,2, sales executive ,1,divorced,42330.0,11512,2,No,17,3.0,3,0,10.0,2,1.0,3,1,2,1992,No
6840,45,Yes,travel rarely,306.0,26,4,life sciences,1,Female,100,3,2, sales executive ,1,married,48620.0,5630,2,No,14,3.0,4,2,5.0,4,3.0,1,0,0,1978,Yes
7300,53,No,travel rarely,970.0,7,3,life sciences,3,Male,59,4,4, research director ,3,married,148140.0,13514,3,No,19,3.0,3,0,32.0,3,3.0,5,1,3,1970,Yes
7570,34,No,travel rarely,970.0,8,2,life sciences,2,Female,96,3,2, healthcare representative ,3,married,48620.0,7360,3,No,11,3.0,4,0,10.0,2,3.0,5,4,3,1989,Yes
8690,28,No,travel rarely,1169.0,8,2,medical,2,Male,63,2,1, human resources ,4,divorced,48620.0,23965,1,No,13,3.0,4,1,6.0,6,3.0,5,0,4,1995,Yes
8750,42,No,travel frequently,1271.0,2,1,life sciences,2,Male,35,3,1, research scientist ,4,single,48620.0,9068,5,No,14,3.0,4,0,8.0,2,3.0,2,2,2,1981,Yes
9640,40,No,travel rarely,1469.0,9,4,life sciences,4,Male,0,3,1, research scientist ,2,married,36170.0,25063,8,Yes,14,3.2,4,1,3.0,2,2.8,1,0,0,1983,Yes
9700,37,Yes,travel rarely,625.0,1,4,life sciences,1,Male,46,2,3, sales executive ,3,married,48620.0,14922,5,No,11,3.0,3,0,10.0,2,1.0,14,11,7,1986,Yes
10060,38,No,travel rarely,1391.0,10,1,life sciences,3,Male,66,3,1, research scientist ,3,married,26840.0,12127,0,No,17,3.0,2,1,3.0,0,2.0,2,0,2,1985,No
10550,34,No,travel rarely,1333.0,10,4,life sciences,3,Female,87,3,1, sales representative ,3,married,48620.0,18410,1,Yes,19,3.0,4,1,1.0,2,3.0,1,0,0,1989,No
10610,50,No,travel rarely,1464.0,12,4,medical,12,Male,62,3,5, research director ,3,married,192370.0,12853,2,No,11,3.0,4,1,29.0,2,2.0,8,7,7,1973,No
11070,26,Yes,travel rarely,1330.0,21,3,life sciences,1,Male,37,3,1, laboratory technician ,3,married,23770.0,19373,1,No,20,3.2,3,1,1.0,0,2.0,1,0,0,1997,No
11800,40,No,travel rarely,902.0,29,2,medical,29,Female,92,2,2, research scientist ,4,married,44220.0,21203,3,Yes,13,3.0,4,1,16.0,3,1.0,1,0,0,1983,Yes
11930,19,No,travel rarely,645.0,47,2,life sciences,3,Male,54,3,1, research scientist ,1,single,25520.0,7172,1,No,25,3.2,3,0,1.0,4,3.0,1,0,0,2004,No
12260,20,No,travel rarely,654.0,21,3,marketing,3,Male,43,4,1, sales representative ,4,single,26780.0,5050,1,No,17,3.0,4,0,2.0,2,3.0,2,2,2,2003,Yes
12540,59,No,travel rarely,326.0,3,3,life sciences,3,Female,48,2,2, sales executive ,4,single,51710.0,16490,5,No,17,3.0,4,0,13.0,2,3.0,6,0,5,1964,No
13210,30,No,travel rarely,634.0,17,4,medical,2,Female,95,3,3, manager ,1,married,119160.0,25927,1,Yes,23,4.0,4,2,10.0,2,3.0,9,0,8,1993,No
14650,45,No,travel rarely,1448.0,29,3,life sciences,2,Male,55,3,3, manufacturing director ,4,married,93800.0,14720,4,Yes,18,3.2,4,2,10.0,4,4.0,3,1,2,1978,Yes
14790,30,No,travel rarely,1358.0,42,1,life sciences,4,Male,96,3,2, sales executive ,3,married,48620.0,2939,8,No,15,3.2,3,2,4.0,2,2.0,2,2,2,1993,No
