unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,roledepartament,remotework
582,27,No,non travel,210.0,,1,1,marketing,"449,0",3,Male,73,3,2, sales executive ,2,,"6349,0",22107,0,Yes,13,"3,0",4,1,,0,,5,,1,4,"6349,0",1996,,Yes
583,41,No,travel rarely,483.0,,6,3,,"466,0",4,Male,Not Available,2,2, manufacturing director ,2,Single,,10110,6,Yes,15,"3,0",4,0,,3,"3,0",5,,1,2,,1982,,Yes
584,37,No,travel rarely,921.0,,10,3,medical,"486,0",3,Female,98,3,1, laboratory technician ,1,,,17663,6,No,20,"4,0",2,1,,3,"3,0",5,"4,0",0,3,,1986,,True
585,40,Yes,,575.0,,22,2,,"492,0",22,Male,68,2,2, sales executive ,3,,"6380,0",6110,2,Yes,12,"3,0",1,2,"8,0",6,"3,0",6,,1,0,"6380,0",1983,,1
586,55,No,,1311.0,,2,3,,"505,0",3,Female,97,3,4, manager ,4,Single,,23258,2,Yes,13,"3,0",3,0,,2,"3,0",5,,1,2,,1968,,False
587,26,Yes,travel frequently,575.0,,3,1,,"510,0",3,Male,73,3,1, research scientist ,1,,"3102,0",6582,0,,22,"4,0",3,0,,2,"3,0",6,,0,4,"3102,0",1997,,1
588,40,No,travel rarely,759.0,,2,2,marketing,,4,Female,46,3,2, sales executive ,2,Divorced,,22553,7,,12,"3,0",3,2,,5,"3,0",5,,1,3,,1983,,1
589,25,No,,891.0, sales ,4,2,,"527,0",2,Female,99,2,2, sales executive ,4,Single,,12090,1,Yes,11,"3,0",2,0,"5,0",3,"3,0",5,,1,3,,1998, sales executive  -  sales ,False
590,30,No,,1082.0,,12,3,,,2,Female,83,3,2, sales executive ,3,Single,,19558,0,No,11,,2,0,,6,"3,0",5,,4,4,,1993,,True
591,52,No,travel rarely,319.0,,32,3,,,4,Male,Not Available,2,3, manufacturing director ,3,Married,,19609,2,,14,,3,0,,4,"3,0",5,,0,4,,1971,,0
592,42,No,travel frequently,532.0,,12,2,,"547,0",1,Female,92,3,2, research scientist ,3,,"4556,0",12932,2,No,11,"3,0",2,1,"19,0",3,"3,0",5,,0,2,"4556,0",1981,,0
593,30,No,travel rarely,317.0,,2,3,life sciences,"548,0",3,Female,43,1,2, manufacturing director ,4,,,24793,2,No,20,"4,0",3,0,"11,0",2,"3,0",5,,0,2,,1993,,1
594,35,No,travel rarely,144.0,,22,3,life sciences,"577,0",4,Male,46,1,1, laboratory technician ,3,Single,"4230,0",19225,0,No,15,"3,0",3,0,,2,"3,0",5,,4,3,"4230,0",1988,,0
595,31,No,travel rarely,688.0,,7,3,,,3,Male,44,2,3, manager ,4,Divorced,,25291,9,,21,"4,0",3,1,"10,0",3,"2,0",5,,0,1,,1992,,Yes
596,35,No,travel rarely,195.0, sales ,1,3,,,1,Female,80,3,2, sales executive ,3,Single,"4859,0",6698,1,,16,"3,0",4,0,"5,0",3,"3,0",5,,0,3,"4859,0",1988, sales executive  -  sales ,1
597,25,No,,622.0,,13,1,,,2,Male,40,3,1, sales representative ,3,,,26376,1,,11,"3,0",3,0,"7,0",1,"3,0",7,,0,6,,1998,,Yes
598,32,No,travel rarely,646.0,,9,4,,"679,0",1,Female,92,3,2, research scientist ,4,Married,"6322,0",18089,1,,12,"3,0",4,1,"6,0",2,,6,,0,5,"6322,0",1991,,0
599,47,Yes,,719.0,,27,2,life sciences,"785,0",2,Female,77,4,2, sales executive ,3,,,10339,4,Yes,12,"3,0",4,0,"8,0",2,"3,0",5,,1,3,,1976,,False
600,30,No,travel frequently,1012.0,,5,4,life sciences,"861,0",2,Male,Not Available,2,1, research scientist ,4,Divorced,,2373,9,No,12,"3,0",2,1,"10,0",3,"2,0",5,,0,3,,1993,,True
601,45,No,,930.0,,9,3,marketing,"864,0",4,Male,74,3,3, sales executive ,1,Divorced,"10761,0",19239,4,Yes,12,"3,0",3,1,"18,0",2,"3,0",5,,0,2,"10761,0",1978,,False
602,36,No,travel rarely,1278.0,,8,3,life sciences,"878,0",1,Male,77,2,1, human resources ,1,,,8635,0,,21,"4,0",3,0,,3,"3,0",5,,0,3,,1987,,1
603,31,No,,1222.0,,11,4,,"895,0",4,Male,48,3,1, research scientist ,4,,,14871,3,,19,"3,0",2,1,,2,"3,0",6,,0,2,,1992,,Yes
604,37,No,travel frequently,1231.0,,21,2,medical,"900,0",3,Female,54,3,1, sales representative ,4,Married,"2973,0",21222,5,,15,"3,0",2,1,,3,"3,0",5,"4,0",0,0,"2973,0",1986,,False
605,39,No,travel rarely,1383.0,,2,3,life sciences,,4,Female,42,2,2, human resources ,4,,"5204,0",7790,8,No,11,"3,0",3,2,"13,0",2,"3,0",5,,0,4,"5204,0",1984,,False
606,42,No,,462.0,,14,2,,"936,0",3,Female,68,2,2, sales executive ,3,,,7824,7,,17,"3,0",1,0,,6,"3,0",5,,0,3,,1981,,1
607,30,No,travel rarely,231.0,,8,2,,,3,Male,62,3,3, sales executive ,3,,,9977,5,No,11,"3,0",1,1,,2,"4,0",8,,7,7,,1993,,0
608,50,No,,,,1,2,medical,"997,0",4,Male,66,3,4, research director ,4,Divorced,"17399,0",6615,9,No,22,,3,1,"32,0",1,"2,0",5,,1,3,"17399,0",1973,,1
609,59,No,travel rarely,1089.0, sales ,1,2,,"1048,0",2,Male,66,3,3, manager ,4,,,11038,3,Yes,14,"3,0",3,1,"14,0",1,"1,0",6,,0,4,,1964, manager  -  sales ,True
610,54,No,,1082.0,,2,4,life sciences,,3,Female,41,2,3, sales executive ,3,Married,,8392,6,No,11,"3,0",2,1,"13,0",4,"3,0",9,,7,0,,1969,,Yes
611,56,No,,1240.0,,9,3,medical,"1071,0",1,Female,63,3,1, research scientist ,3,Married,,12154,2,No,19,"3,0",2,1,"18,0",4,"3,0",5,,0,3,,1967,,0
612,48,No,,1262.0,,1,4,,"1116,0",1,Male,35,4,4, manager ,4,Single,"16885,0",16154,2,No,22,,3,0,,3,"2,0",5,,2,1,"16885,0",1975,,1
613,39,No,,439.0, research & development ,9,3,life sciences,"1132,0",3,Male,70,3,2, laboratory technician ,2,Single,,8770,9,No,15,"3,0",3,0,"9,0",2,"2,0",5,,0,3,,1984, laboratory technician  -  research & development ,0
614,35,No,travel rarely,528.0,,8,4,technical degree,,3,Male,100,3,1, human resources ,3,,"4323,0",7108,1,No,17,"3,0",2,0,"6,0",2,"1,0",5,,1,4,"4323,0",1988,,1
615,42,No,travel rarely,647.0, sales ,4,4,marketing,"1171,0",2,Male,45,3,2, sales executive ,1,Single,"5155,0",2253,7,No,13,"3,0",4,0,,3,,6,,1,5,"5155,0",1981, sales executive  -  sales ,False
616,44,Yes,,1097.0,,10,4,,"1200,0",3,Male,96,3,1, research scientist ,3,Single,"2936,0",10826,1,Yes,11,"3,0",3,0,"6,0",4,"3,0",6,,0,2,"2936,0",1979,,0
617,29,No,travel rarely,942.0,,15,1,,"1202,0",2,Female,69,1,1, research scientist ,4,Married,,26933,0,Yes,18,,1,1,"6,0",2,"2,0",5,,1,3,,1994,,0
618,33,No,,147.0,,2,3,human resources,,2,Male,99,3,1, human resources ,3,,,8429,1,No,13,"3,0",4,1,"5,0",2,"3,0",5,,1,4,,1990,,True
619,54,No,travel frequently,966.0,,1,4,,"1245,0",4,Female,53,3,3, manufacturing director ,3,,,9659,7,No,17,"3,0",1,1,"33,0",2,"1,0",5,,1,4,,1969,,False
620,46,No,,168.0, sales ,4,2,,"1280,0",4,Female,33,2,5, manager ,2,Married,"18789,0",9946,2,,14,"3,0",3,1,,2,"3,0",11,,0,8,"18789,0",1977, manager  -  sales ,1
621,30,No,non travel,,,9,2,medical,,3,Female,72,3,2, manufacturing director ,3,Single,,12858,7,Yes,18,,3,0,"10,0",3,"3,0",8,"4,0",1,7,,1993,,True
622,32,Yes,travel rarely,1089.0,,7,2,life sciences,"1309,0",4,Male,79,3,2, laboratory technician ,3,,"4883,0",22845,1,,18,"3,0",1,1,,3,"3,0",10,,1,1,"4883,0",1991,,True
623,40,Yes,,299.0,,25,4,,,4,Male,57,2,3, sales executive ,2,Single,,17235,2,Yes,12,"3,0",3,0,"9,0",2,"3,0",5,,1,0,,1983,,1
624,34,No,non travel,999.0,,26,1,,"1374,0",1,Female,92,2,1, research scientist ,3,Divorced,"2029,0",15891,1,No,20,"4,0",3,3,"5,0",2,"3,0",5,,0,0,"2029,0",1989,,1
625,39,No,travel rarely,1498.0, sales ,21,4,,"1390,0",1,Male,44,2,2, sales executive ,4,Married,,3567,3,,12,"3,0",4,2,"8,0",2,"4,0",5,,1,4,,1984, sales executive  -  sales ,False
626,37,No,,1439.0,,4,1,,,3,Male,54,3,1, research scientist ,3,Married,"2996,0",5182,7,Yes,15,"3,0",4,0,"8,0",2,"3,0",6,,1,3,"2996,0",1986,,False
627,33,No,,1111.0, sales ,41,1,life sciences,"1395,0",41,Male,61,3,2, sales executive ,4,Marreid,,19293,6,,13,"3,0",1,0,"8,0",2,"4,0",5,,1,2,,1990, sales executive  -  sales ,True
628,39,No,non travel,1485.0, research & development ,25,2,,"1397,0",3,Male,71,3,3, healthcare representative ,3,,,3449,3,No,21,"4,0",2,1,"13,0",2,"3,0",6,,0,5,,1984, healthcare representative  -  research & development ,0
629,52,No,travel rarely,258.0,,8,4,other,"1409,0",3,Female,54,3,1, laboratory technician ,1,Married,,17363,9,No,13,,3,0,"12,0",2,"1,0",5,,0,4,,1971,,Yes
630,36,No,,1174.0,,3,4,,"1425,0",1,Female,99,3,2, sales executive ,2,Single,"9278,0",20763,3,Yes,16,"3,0",4,0,"15,0",3,"3,0",5,,0,1,"9278,0",1987,,True
631,36,No,,172.0,,47,4,life sciences,"1435,0",47,Male,Not Available,2,2, laboratory technician ,4,Single,,22604,1,,16,"3,0",3,0,"10,0",2,"2,0",10,,1,8,,1987,,True
632,24,No,travel rarely,,,4,1,,"1445,0",4,Female,42,3,2, sales executive ,3,Married,"4162,0",15211,1,Yes,12,"3,0",3,2,,3,"3,0",5,,0,3,"4162,0",1999,,True
633,34,No,travel rarely,401.0,,1,3,life sciences,,4,Female,86,2,1, laboratory technician ,2,,,3708,5,No,17,"3,0",1,1,"7,0",2,"2,0",5,,0,2,,1989,,0
634,28,No,,866.0, sales ,5,3,,"1469,0",4,Male,Not Available,3,2, sales executive ,1,Single,,23490,0,,18,"3,0",4,0,,4,"3,0",5,,1,3,,1995, sales executive  -  sales ,Yes
635,33,No,travel rarely,1099.0, research & development ,4,4,medical,,1,Female,82,2,1, laboratory technician ,2,,,8192,8,No,11,"3,0",4,0,"8,0",5,"3,0",5,,0,2,,1990, laboratory technician  -  research & development ,Yes
636,47,No,travel rarely,571.0,,14,3,medical,"1503,0",3,Female,Not Available,3,2, sales executive ,3,Married,,24200,3,,17,"3,0",3,1,,4,"2,0",5,,1,2,,1976,,1
637,40,Yes,,676.0,,9,4,life sciences,"1534,0",4,Male,86,3,1, laboratory technician ,1,Single,,21831,3,,14,"3,0",2,0,"15,0",3,"1,0",5,,1,0,,1983,,False
638,45,No,travel rarely,950.0,,49,3,technical degree,"1546,0",49,Male,97,3,1, research scientist ,4,Marreid,,4585,4,No,20,"4,0",4,1,,3,"3,0",5,,0,3,,1978,,True
639,40,No,travel rarely,1342.0,,9,2,,"1548,0",1,Male,47,3,2, sales executive ,1,,,19345,0,,12,"3,0",4,0,,5,"4,0",8,,7,1,,1983,,1
640,29,No,,995.0,,2,1,life sciences,,1,Male,87,3,2, healthcare representative ,4,,"8853,0",24483,1,,19,"3,0",4,1,"6,0",0,"4,0",6,,1,3,"8853,0",1994,,True
641,40,No,,118.0,,14,2,life sciences,"1598,0",4,Female,84,3,2, sales executive ,1,Married,,11262,1,No,15,"3,0",3,1,"5,0",2,"3,0",5,,1,2,,1983,,1
642,43,No,,990.0,,27,3,,"1599,0",4,Male,87,4,1, laboratory technician ,2,Divorced,"4876,0",5855,5,,12,"3,0",3,1,,0,,6,,0,2,"4876,0",1980,,0
643,30,No,,241.0,,7,3,,"1609,0",2,Male,48,2,1, research scientist ,2,,"2141,0",5348,1,No,12,"3,0",2,1,"6,0",3,"2,0",6,,1,1,"2141,0",1993,,Yes
644,38,No,,, research & development ,2,2,,"1638,0",4,Female,54,2,3, manufacturing director ,3,,"7756,0",14199,3,,19,"3,0",4,1,"10,0",6,"4,0",5,,0,2,"7756,0",1985, manufacturing director  -  research & development ,True
645,37,No,travel rarely,1470.0, research & development ,10,3,,"1640,0",2,Female,71,3,1, research scientist ,2,Married,"3936,0",9953,1,,11,"3,0",1,1,"8,0",2,"1,0",8,,7,7,"3936,0",1986, research scientist  -  research & development ,False
646,39,No,travel rarely,492.0,,12,3,medical,,4,Male,66,3,2, manufacturing director ,2,,,7693,4,No,21,"4,0",3,0,,3,"3,0",5,,1,0,,1984,,Yes
647,36,No,travel rarely,1040.0, research & development ,11,2,life sciences,"1664,0",11,Male,79,4,2, healthcare representative ,1,Divorced,"6842,0",26308,6,No,20,"4,0",1,1,"13,0",3,"3,0",5,,0,4,"6842,0",1987, healthcare representative  -  research & development ,1
648,23,Yes,travel rarely,1320.0,,8,1,medical,"1684,0",4,Male,93,2,1, laboratory technician ,3,Single,"3989,0",20586,1,,11,,1,0,"5,0",2,"3,0",5,,1,2,"3989,0",2000,,Yes
649,35,No,,146.0,,2,4,,"1704,0",1,Male,79,2,1, research scientist ,4,,"4930,0",13970,0,Yes,14,"3,0",3,0,"6,0",2,"4,0",5,,1,4,"4930,0",1988,,1
650,31,No,travel frequently,163.0,,24,1,technical degree,"1736,0",4,Female,30,3,2, manufacturing director ,4,Single,,6670,2,,20,"4,0",4,0,"9,0",3,"2,0",5,,1,4,,1992,,Yes
651,38,No,travel rarely,1153.0, research & development ,6,2,other,"1782,0",4,Female,40,2,1, laboratory technician ,3,Married,"3702,0",16376,1,No,11,"3,0",2,1,"5,0",3,"3,0",5,,0,4,"3702,0",1985, laboratory technician  -  research & development ,True
652,35,No,,185.0,,23,4,medical,"1826,0",2,Male,91,1,1, laboratory technician ,3,Married,"2705,0",9696,0,,16,,2,1,"6,0",2,"4,0",5,,0,3,"2705,0",1988,,1
653,40,No,,750.0,,12,3,,,2,Female,47,3,2, healthcare representative ,1,,"4448,0",10748,2,,12,"3,0",2,1,"15,0",3,"3,0",7,,7,7,"4448,0",1983,,Yes
654,27,No,travel frequently,1297.0, research & development ,48,2,,"1850,0",48,Female,Not Available,3,1, laboratory technician ,4,Single,"2379,0",19826,0,Yes,14,"3,0",3,0,"6,0",3,"2,0",5,,0,2,"2379,0",1996, laboratory technician  -  research & development ,True
655,41,No,,337.0,,8,3,,"1909,0",3,Female,54,3,2, sales executive ,2,,,26841,5,No,21,"4,0",3,1,"14,0",3,"3,0",5,,1,4,,1982,,Yes
656,33,No,travel rarely,217.0,,15,4,marketing,"1924,0",2,Male,43,3,2, sales executive ,3,Single,"5487,0",10410,1,No,14,"3,0",2,0,,2,"2,0",10,,0,9,"5487,0",1990,,0
657,49,No,,1064.0,,2,1,life sciences,"1941,0",2,Male,42,3,5, research director ,4,Married,,13738,3,No,15,"3,0",4,0,"28,0",3,"3,0",5,,4,3,,1974,,0
658,36,No,non travel,1351.0,,9,4,,"1949,0",1,Male,66,4,1, laboratory technician ,2,,"2810,0",9238,1,No,22,"4,0",2,0,"5,0",3,"3,0",5,,0,2,"2810,0",1987,,True
659,41,No,,930.0,,3,3,life sciences,,3,Male,57,2,2, sales executive ,2,Divorced,"8938,0",12227,2,,11,"3,0",3,1,"14,0",5,"3,0",5,,0,4,"8938,0",1982,,False
660,29,No,,468.0,,41,4,medical,,41,Female,73,2,1, research scientist ,1,Single,,8489,1,No,14,"3,0",2,0,"5,0",3,"1,0",5,,0,4,,1994,,Yes
661,31,No,non travel,,,5,3,medical,,2,Male,74,3,2, manufacturing director ,1,,"9936,0",3787,0,No,19,"3,0",2,0,"10,0",2,"3,0",9,,1,7,"9936,0",1992,,Yes
662,36,Yes,travel rarely,1218.0,,9,4,life sciences,"27,0",3,Male,82,2,1, sales representative ,1,Single,,6986,7,No,23,"4,0",2,0,,4,,5,,0,3,,1987,,False
663,43,No,travel rarely,1273.0,,2,2,medical,"46,0",4,Female,72,4,1, research scientist ,3,,,21923,1,No,12,"3,0",4,2,"6,0",3,"2,0",5,,1,4,,1980,,0
664,33,No,travel frequently,1141.0,,18,3,life sciences,"52,0",18,Female,42,4,2, sales executive ,1,Marreid,,3193,2,No,19,,1,2,,3,"3,0",5,,1,3,,1990,,0
665,44,No,,1488.0, sales ,1,5,marketing,"68,0",2,Female,75,3,2, sales executive ,1,,"5454,0",4009,5,,21,"4,0",3,1,"9,0",2,"2,0",4,,1,3,"5454,0",1979, sales executive  -  sales ,False
666,38,No,,653.0,,29,5,life sciences,"79,0",4,Female,50,3,2, laboratory technician ,4,Single,,5456,1,No,11,"3,0",4,0,"10,0",2,"3,0",10,,9,9,,1985,,True
667,50,No,,989.0,,7,2,medical,"80,0",2,Female,43,2,5, research director ,3,divorced,"18740,0",16701,5,,12,,4,1,,2,"2,0",27,,13,8,"18740,0",1973,,0
668,59,No,travel frequently,1225.0,,1,1,,"91,0",1,Female,57,2,2, sales executive ,3,Single,"5473,0",24668,7,No,11,,4,0,"20,0",2,"2,0",4,,1,3,"5473,0",1964,,False
669,40,No,travel frequently,530.0,,1,4,life sciences,"119,0",3,Male,78,2,4, healthcare representative ,2,Married,"13503,0",14115,1,No,22,"4,0",4,1,"22,0",3,"2,0",22,,11,11,"13503,0",1983,,False
670,54,No,travel rarely,1217.0,,2,4,technical degree,"126,0",1,Female,60,3,3, research director ,3,,"13549,0",24001,9,No,12,"3,0",1,1,"16,0",5,"1,0",4,,0,3,"13549,0",1969,,False
671,50,No,,,,47,3,,,1,Female,73,3,5, research director ,2,,"18172,0",9755,3,Yes,19,"3,0",1,0,"28,0",1,"2,0",8,,0,7,"18172,0",1973,,True
672,54,No,non travel,142.0,,26,3,,"148,0",4,Female,Not Available,4,4, manager ,4,Single,,13871,2,,12,,3,0,,3,"3,0",5,,4,4,,1969,,Yes
673,24,No,,1127.0,,18,1,life sciences,"150,0",2,Male,52,3,1, laboratory technician ,3,Married,"2774,0",13257,0,No,12,"3,0",3,1,,2,"3,0",5,,1,2,"2774,0",1999,,True
674,37,No,travel rarely,1189.0,,3,3,life sciences,,3,Male,87,3,3, sales executive ,4,,,14506,2,No,12,"3,0",1,0,,3,"3,0",5,,1,3,,1986,,True
675,30,No,travel rarely,1427.0,,2,1,,"198,0",2,Male,35,2,1, laboratory technician ,4,Single,,11162,0,No,13,"3,0",4,0,"6,0",3,"3,0",5,,1,2,,1993,,1
676,34,No,travel frequently,303.0,,10,4,,"216,0",10,Female,75,3,1, sales representative ,3,,,11314,6,No,18,"3,0",4,1,,3,"3,0",4,,1,2,,1989,,0
677,57,No,travel rarely,334.0, research & development ,24,2,,,3,Male,83,4,3, healthcare representative ,4,Divorced,"9439,0",23402,3,,16,"3,0",2,1,"12,0",2,"1,0",5,,1,4,"9439,0",1966, healthcare representative  -  research & development ,Yes
678,38,No,travel rarely,702.0,,1,4,life sciences,"230,0",1,Female,Not Available,2,2, sales executive ,4,Single,,12930,4,,22,,3,0,"12,0",2,"4,0",8,,0,7,,1985,,0
679,41,Yes,travel rarely,,,20,2,marketing,,2,Female,70,3,1, sales representative ,2,,,21728,1,Yes,22,"4,0",4,0,"4,0",5,"2,0",4,,0,2,,1982,,True
680,42,No,,926.0,,21,2,,"270,0",3,Female,36,3,2, manufacturing director ,3,Divorced,"5265,0",16439,2,,16,"3,0",2,1,"11,0",5,"3,0",5,,0,2,"5265,0",1981,,False
681,34,No,,878.0,,10,4,,"277,0",4,Male,43,3,1, research scientist ,3,Divorced,"3815,0",5972,1,Yes,17,"3,0",4,1,,4,"4,0",5,,2,0,"3815,0",1989,,Yes
682,30,Yes,,334.0,,26,4,,"299,0",3,Female,52,2,2, sales executive ,1,,,22967,5,,15,"3,0",3,0,"9,0",5,"2,0",6,,0,1,,1993,,Yes
683,29,Yes,travel rarely,896.0,,13,1,medical,"315,0",13,Male,86,2,1, research scientist ,4,Single,"2389,0",14961,1,,13,"3,0",3,0,"4,0",3,,4,,0,1,"2389,0",1994,,1
684,32,No,,1401.0,,4,2,,"330,0",3,Female,56,3,1, sales representative ,2,Married,,20990,2,No,11,,1,1,,5,"3,0",4,,1,2,,1991,,0
685,25,No,,675.0,,5,2,life sciences,"369,0",2,Male,85,4,2, healthcare representative ,1,,"4000,0",18384,1,No,12,"3,0",4,2,"6,0",2,"3,0",6,,1,5,"4000,0",1998,,1
686,53,No,,1070.0,,3,4,,"386,0",3,Male,45,3,4, research director ,3,Married,"17584,0",21016,3,Yes,16,"3,0",4,3,"21,0",5,"2,0",5,,1,3,"17584,0",1970,,1
687,26,No,,496.0, research & development ,11,2,medical,"390,0",1,Male,60,3,2, healthcare representative ,1,Married,,22722,1,,13,"3,0",3,1,"5,0",3,"3,0",5,,3,3,,1997, healthcare representative  -  research & development ,True
688,28,No,,1117.0,,8,2,,,4,Female,66,3,1, research scientist ,4,,,4488,1,No,21,"4,0",4,0,,3,"3,0",5,,0,2,,1995,,1
689,28,No,travel rarely,1476.0,,16,2,medical,"412,0",2,Male,68,4,2, healthcare representative ,1,Single,"5661,0",4824,0,,19,"3,0",3,0,"9,0",2,"3,0",8,,0,7,"5661,0",1995,,Yes
690,58,No,,390.0, research & development ,1,4,life sciences,"422,0",4,Male,32,1,2, healthcare representative ,3,Divorced,,17056,2,Yes,13,"3,0",4,1,,2,"3,0",5,,1,2,,1965, healthcare representative  -  research & development ,True
691,27,No,travel rarely,1220.0,,5,3,,"434,0",3,Female,85,3,1, research scientist ,2,Single,,20938,1,,12,"3,0",2,0,"4,0",2,,4,,1,2,,1996,,Yes
692,54,No,travel frequently,928.0,,20,4,life sciences,"450,0",4,Female,31,3,2, research scientist ,3,,"4869,0",16885,3,,12,,4,0,"20,0",4,"2,0",4,,0,3,"4869,0",1969,,0
693,40,No,travel rarely,1124.0,,45,2,,,45,Male,57,1,2, sales executive ,4,Marreid,,13273,2,,22,"4,0",3,3,,2,"2,0",4,,0,2,,1983,,1
694,29,No,non travel,746.0,,2,3,life sciences,"469,0",4,Male,61,3,2, sales executive ,3,,"4649,0",16928,1,,14,,1,1,,3,"2,0",4,,0,2,"4649,0",1994,,1
695,50,No,travel rarely,1046.0,,10,3,,"491,0",4,Male,100,2,3, healthcare representative ,4,,"10496,0",2755,6,No,15,"3,0",4,0,"20,0",2,"3,0",4,,1,3,"10496,0",1973,,False
696,24,Yes,travel rarely,1448.0,,1,1,technical degree,"554,0",1,Female,62,3,1, sales representative ,2,Single,,21972,1,Yes,16,"3,0",2,0,"6,0",4,"3,0",5,,1,4,,1999,,True
697,30,No,,1400.0, research & development ,37,3,,,37,Male,53,3,1, laboratory technician ,4,Marreid,,16734,4,,15,"3,0",3,1,"9,0",3,"1,0",5,,1,4,,1993, laboratory technician  -  research & development ,0
698,34,No,,1303.0,,2,4,,"579,0",4,Male,62,2,1, research scientist ,3,,"2768,0",8416,3,,12,"3,0",3,1,"14,0",3,"3,0",7,,5,7,"2768,0",1989,,Yes
699,33,Yes,travel rarely,587.0,,10,1,,,1,Male,38,1,1, laboratory technician ,4,Divorced,"3408,0",6705,7,No,13,"3,0",1,3,"8,0",2,"3,0",4,,1,3,"3408,0",1990,,0
700,36,No,non travel,635.0,,30,4,medical,"592,0",2,Male,32,3,3, sales executive ,4,Single,,15318,1,,14,"3,0",4,0,,3,"2,0",10,,9,7,,1987,,True
701,41,No,non travel,267.0, sales ,10,2,,"599,0",4,Male,Not Available,3,2, sales executive ,4,Single,,13430,7,No,14,"3,0",4,0,,3,"3,0",14,,1,10,,1982, sales executive  -  sales ,1
702,39,No,travel frequently,443.0,,8,1,,,3,Female,48,3,1, laboratory technician ,3,Married,"3755,0",17872,1,No,11,"3,0",1,1,,3,"3,0",8,,0,7,"3755,0",1984,,True
703,26,No,travel rarely,703.0,,28,2,marketing,"641,0",1,Male,66,3,2, sales executive ,2,Married,,7428,1,,20,"4,0",4,2,,5,"4,0",5,,1,4,,1997,,True
704,24,Yes,travel frequently,1287.0, research & development ,7,3,,,1,Female,55,3,1, laboratory technician ,3,,,14168,1,,16,"3,0",4,1,"6,0",4,"3,0",6,,1,2,,1999, laboratory technician  -  research & development ,1
705,27,No,,798.0, research & development ,6,4,,"655,0",1,Female,66,2,1, research scientist ,3,Divorced,"2187,0",5013,0,No,12,"3,0",3,2,"6,0",5,"2,0",5,,0,3,"2187,0",1996, research scientist  -  research & development ,Yes
706,27,Yes,travel rarely,1420.0,,2,1,marketing,"667,0",3,Male,85,3,1, sales representative ,1,Divorced,,16346,0,No,11,"3,0",2,1,"5,0",3,"3,0",4,,0,2,,1996,,True
707,50,Yes,,562.0, sales ,8,2,technical degree,,2,Male,50,3,2, sales executive ,3,Married,,23452,3,,14,"3,0",1,1,"18,0",4,"3,0",4,,1,3,,1973, sales executive  -  sales ,0
708,23,No,travel rarely,650.0,,49,1,,"758,0",2,Male,37,3,1, laboratory technician ,1,,,4344,1,No,14,"3,0",4,1,"5,0",2,"4,0",4,,0,2,,2000,,True
709,39,No,travel rarely,141.0,,24,3,,"760,0",3,Female,44,4,2, human resources ,2,,,18767,9,,15,"3,0",3,1,,3,"1,0",8,,3,6,,1984,,False
710,52,No,non travel,715.0,,19,4,medical,"791,0",4,Male,41,3,1, research scientist ,4,,"4258,0",26589,0,No,18,"3,0",1,1,,3,"3,0",4,,1,2,"4258,0",1971,,True
711,26,Yes,,,,8,3,,"796,0",4,Male,Not Available,2,2, sales executive ,1,Single,"5326,0",3064,6,No,17,"3,0",3,0,,2,"2,0",4,,1,2,"5326,0",1997,,1
712,54,No,,376.0,,19,4,,"799,0",4,Female,Not Available,3,2, manufacturing director ,1,Divorced,"5485,0",22670,9,Yes,11,,2,2,,4,"3,0",5,,1,4,"5485,0",1969,,Yes
713,37,No,travel rarely,571.0,,10,1,life sciences,,4,Female,82,3,1, research scientist ,1,Divorced,"2782,0",19905,0,Yes,13,"3,0",2,2,,3,"2,0",5,,4,3,"2782,0",1986,,0
714,50,No,travel rarely,691.0, research & development ,2,3,,"815,0",3,Male,64,3,4, research director ,3,,"17639,0",6881,5,,16,"3,0",4,0,,3,"3,0",4,,0,3,"17639,0",1973, research director  -  research & development ,0
715,42,No,,932.0,,1,2,life sciences,"827,0",4,Female,43,2,2, manufacturing director ,4,Married,"6062,0",4051,9,,13,"3,0",4,1,"8,0",4,"3,0",4,,0,2,"6062,0",1981,,0
716,38,No,travel frequently,471.0, research & development ,12,3,,,1,Male,45,2,2, healthcare representative ,1,,"6288,0",4284,2,,15,"3,0",3,1,,3,"2,0",4,,1,2,"6288,0",1985, healthcare representative  -  research & development ,False
717,25,No,travel rarely,180.0,,2,1,medical,,1,Male,65,4,1, research scientist ,1,Single,"3424,0",21632,7,No,13,"3,0",3,0,,3,"2,0",4,,0,1,"3424,0",1998,,0
718,32,No,,638.0,,8,2,,"865,0",3,Female,91,4,2, research scientist ,3,Married,,22162,5,,12,"3,0",3,1,"9,0",3,"2,0",5,,1,3,,1991,,Yes
719,25,No,,141.0,,3,1,,,3,Male,98,3,2, sales executive ,1,,"4194,0",14363,1,Yes,18,"3,0",4,0,"5,0",3,"3,0",5,,0,3,"4194,0",1998,,True
